"id","cap-Shape","cap-Surface","cap-Color","bruises?","odor","gill-Attachment","gill-Spacing","gill-Size","gill-Color","stalk-Shape","stalk-Root","stalk-Surface-Above-Ring","stalk-Surface-Below-Ring","stalk-Color-Above-Ring","stalk-Color-Below-Ring","veil-Type","veil-Color","ring-Number","ring-Type","spore-Print-Color","population","habitat","edibility"
187,"bell","smooth","white","True","anise","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","meadows","edible"
188,"flat","fibrous","gray","False","none","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white","one","pendant","black","several","urban","edible"
189,"bell","scaly","yellow","True","anise","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","grasses","edible"
190,"convex","scaly","brown","True","almond","free","close","broad","white","enlarging","rooted","smooth","scaly","white","white","partial","white","one","pendant","brown","solitary","paths","edible"
191,"convex","fibrous","white","False","none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","white","white","partial","white","one","evanescent","black","scattered","grasses","edible"
192,"convex","smooth","white","True","anise","free","crowded","narrow","white","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods","edible"
193,"bell","smooth","white","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","meadows","edible"
194,"flat","smooth","yellow","True","almond","free","crowded","narrow","white","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods","edible"
195,"convex","smooth","yellow","True","almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","meadows","edible"
196,"flat","fibrous","gray","False","none","free","close","narrow","gray","enlarging","equal","smooth","smooth","white","white","partial","white","one","pendant","brown","solitary","urban","edible"
197,"bell","smooth","yellow","True","almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses","edible"
198,"convex","smooth","white","True","anise","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","meadows","edible"
199,"convex","scaly","white","True","anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","meadows","edible"
200,"flat","smooth","white","True","almond","free","crowded","narrow","brown","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods","edible"
201,"convex","scaly","yellow","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","grasses","edible"
202,"bell","smooth","white","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses","edible"
203,"convex","smooth","white","True","almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","black","numerous","grasses","edible"
204,"convex","fibrous","white","False","none","free","crowded","broad","chocolate","tapering","equal","fibrous","smooth","white","white","partial","white","one","evanescent","black","scattered","grasses","edible"
205,"flat","scaly","brown","True","anise","free","close","broad","brown","enlarging","rooted","smooth","scaly","white","white","partial","white","one","pendant","black","solitary","paths","edible"
206,"convex","smooth","white","True","pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white","one","pendant","brown","several","urban","poisonous"
207,"bell","smooth","white","True","almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","grasses","edible"
208,"bell","smooth","white","True","almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","meadows","edible"
209,"bell","scaly","white","True","anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","grasses","edible"
210,"bell","scaly","white","True","almond","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","black","numerous","grasses","edible"
211,"convex","smooth","yellow","True","almond","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses","edible"
212,"bell","smooth","white","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","black","numerous","meadows","edible"
213,"convex","fibrous","yellow","True","almond","free","crowded","narrow","brown","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods","edible"
214,"convex","fibrous","gray","False","none","free","close","narrow","brown","enlarging","equal","smooth","smooth","white","white","partial","white","one","pendant","brown","solitary","urban","edible"
215,"flat","scaly","yellow","True","almond","free","close","broad","brown","enlarging","rooted","smooth","scaly","white","white","partial","white","one","pendant","brown","scattered","grasses","edible"
216,"bell","smooth","white","True","anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","black","numerous","meadows","edible"
217,"convex","smooth","yellow","True","almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses","edible"
218,"convex","scaly","yellow","True","almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses","edible"
219,"convex","scaly","white","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","grasses","edible"
220,"sunken","fibrous","gray","False","none","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white","one","pendant","brown","several","urban","edible"
221,"convex","smooth","white","True","almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","meadows","edible"
222,"convex","smooth","white","True","pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses","poisonous"
